n=500,,,,,,,
IF,0.905789,0.904079,0.898684,0.897105,0.905263,0.896974,0.906842
,,,,,,,
,ocsvm_pca_seed1,ocsvm_pca_seed2,ocsvm_pca_seed3,ocsvm_pca_seed5,ocsvm_pca_seed8,ocsvm_pca_seed13,ocsvm_pca_seed21
OCSVM,0.927302632,0.929078947,0.928618421,0.928355263,0.928618421,0.927828947,0.925986842
AE,0.931908,0.932039,0.930789,0.934342,0.930066,0.929737,0.933158
IF,0.918882,0.927697,0.915461,0.90375,0.921447,0.910461,0.908158
,,,,,,,
,ocsvm_cp_seed1,ocsvm_cp_seed2,ocsvm_cp_seed3,ocsvm_cp_seed5,ocsvm_cp_seed8,ocsvm_cp_seed13,ocsvm_cp_seed21
OCSVM,0.929078947,0.928881579,0.928552632,0.928815789,0.92875,0.928815789,0.929144737
AE,0.930724,0.930921,0.929868,0.930263,0.931974,0.932171,0.931382
IF,0.918289,0.904408,0.926053,0.919737,0.927961,0.922961,0.908487
,,,,,,,
,ocsvm_tucker_seed1,ocsvm_tucker_seed2,ocsvm_tucker_seed3,ocsvm_tucker_seed5,ocsvm_tucker_seed8,ocsvm_tucker_seed13,ocsvm_tucker_seed21
OCSVM,0.772763158,0.769144737,0.774078947,0.768157895,0.763289474,0.769605263,0.771513158
AE,0.771118,0.767434,0.772303,0.766776,0.762632,0.768289,0.769671
IF,0.835855,0.771645,0.823684,0.776382,0.812961,0.791053,0.794013
