source_file,model,no_decomp_seed1,no_decomp_seed2,no_decomp_seed3,no_decomp_seed5,no_decomp_seed8,no_decomp_seed13,no_decomp_seed21
noDecomp1000.txt,__FILE__,,,,,,,
noDecomp1000.txt,OCSVM,0.495,0.496,0.502,0.5,0.5,0.5,0.5
noDecomp1000.txt,AE,0.4022972972972973,0.35324324324324324,0.3334234234234234,0.346981981981982,0.44963963963963965,0.4056756756756757,0.361036036036036
noDecomp1000.txt,IF,0.14274774774774776,0.14576576576576578,0.13617117117117117,0.15567567567567567,0.1522972972972973,0.14707207207207207,0.1428828828828829
noDecomp1500.txt,__FILE__,,,,,,,
noDecomp1500.txt,OCSVM,0.5,0.5,0.495,0.5,0.5,0.5,0.5
noDecomp1500.txt,AE,0.45572072072072073,0.3804054054054054,0.4212612612612613,0.40445945945945944,0.48671171171171174,0.4079279279279279,0.3824324324324324
noDecomp1500.txt,IF,0.24117117117117118,0.23265765765765767,0.2413063063063063,0.24112612612612613,0.24063063063063064,0.2661711711711712,0.23229729729729728
noDecomp3000.txt,__FILE__,,,,,,,
noDecomp3000.txt,OCSVM,0.491,0.481,0.498,0.507,0.503,0.496,0.502
noDecomp3000.txt,AE,0.39423423423423426,0.3990990990990991,0.45432432432432435,0.415045045045045,0.4216666666666667,0.4162612612612613,0.4197297297297297
noDecomp3000.txt,IF,0.2516216216216216,0.25504504504504505,0.2566216216216216,0.252972972972973,0.2512162162162162,0.24635135135135136,0.25247747747747745
noDecomp500.txt,__FILE__,,,,,,,
noDecomp500.txt,OCSVM,0.5,0.5,0.5,0.5,0.5,0.5,0.5
noDecomp500.txt,AE,0.3554054054054054,0.39896396396396394,0.506981981981982,0.32054054054054054,0.41040540540540543,0.3318018018018018,0.39725225225225225
noDecomp500.txt,IF,0.26675675675675675,0.31189189189189187,0.26869369369369367,0.2606756756756757,0.2554954954954955,0.2572972972972973,0.2560810810810811
