source_file,model,no_decomp_seed1,no_decomp_seed2,no_decomp_seed3,no_decomp_seed5,no_decomp_seed8,no_decomp_seed13,no_decomp_seed21
noDecomp1000.txt,__FILE__,,,,,,,
noDecomp1000.txt,OCSVM,0.5,0.521,0.5,0.5,0.5,0.5,0.5
noDecomp1000.txt,AE,0.65625,0.5590277777777778,0.3923611111111111,0.4618055555555556,0.7152777777777778,0.7222222222222222,0.7725694444444444
noDecomp1000.txt,IF,0.4947916666666667,0.5625,0.5138888888888888,0.4809027777777778,0.6059027777777778,0.6145833333333334,0.515625
noDecomp1500.txt,__FILE__,,,,,,,
noDecomp1500.txt,OCSVM,0.5,0.5,0.5,0.5,0.5,0.5,0.5
noDecomp1500.txt,AE,0.421875,0.4392361111111111,0.5069444444444444,0.4513888888888889,0.5260416666666666,0.6788194444444444,0.5364583333333334
noDecomp1500.txt,IF,0.5746527777777778,0.5277777777777778,0.6475694444444444,0.5052083333333334,0.640625,0.6284722222222222,0.5642361111111112
noDecomp3000.txt,__FILE__,,,,,,,
noDecomp3000.txt,OCSVM,0.5,0.521,0.51,0.5,0.51,0.51,0.5
noDecomp3000.txt,AE,0.6649305555555556,0.5954861111111112,0.4461805555555556,0.4427083333333333,0.5850694444444444,0.6440972222222222,0.6475694444444444
noDecomp3000.txt,IF,0.5538194444444444,0.5868055555555556,0.6354166666666666,0.5277777777777778,0.625,0.7326388888888888,0.6163194444444444
noDecomp500.txt,__FILE__,,,,,,,
noDecomp500.txt,OCSVM,0.5,0.5,0.5,0.5,0.5,0.5,0.5
noDecomp500.txt,AE,0.4270833333333333,0.6145833333333334,0.5,0.3611111111111111,0.4756944444444444,0.4739583333333333,0.5173611111111112
noDecomp500.txt,IF,0.4444444444444444,0.4913194444444444,0.5416666666666666,0.4618055555555556,0.5625,0.5104166666666666,0.3993055555555556
