n=500,,,,,,,
,ocsvm_pca_seed1,ocsvm_pca_seed2,ocsvm_pca_seed3,ocsvm_pca_seed5,ocsvm_pca_seed8,ocsvm_pca_seed13,ocsvm_pca_seed21
OCSVM,0.321774,0.322796,0.323871,0.322742,0.322634,0.321129,0.321667
AE,0.410054,0.409946,0.406828,0.415215,0.405914,0.408495,0.409194
IF,0.304194,0.385323,0.337527,0.43328,0.319355,0.351613,0.330054
,,,,,,,
,ocsvm_cp_seed1,ocsvm_cp_seed2,ocsvm_cp_seed3,ocsvm_cp_seed5,ocsvm_cp_seed8,ocsvm_cp_seed13,ocsvm_cp_seed21
OCSVM,0.315484,0.316989,0.319516,0.320538,0.319516,0.315968,0.317903
AE,0.366183,0.379892,0.380914,0.37414,0.380376,0.372634,0.368871
IF,0.340753,0.316828,0.349247,0.345538,0.340323,0.356828,0.313011
,,,,,,,
,ocsvm_tucker_seed1,ocsvm_tucker_seed2,ocsvm_tucker_seed3,ocsvm_tucker_seed5,ocsvm_tucker_seed8,ocsvm_tucker_seed13,ocsvm_tucker_seed21
OCSVM,0.522366,0.521828,0.520699,0.520484,0.514194,0.524785,0.521237
AE,0.524301,0.524624,0.522742,0.522366,0.51672,0.525645,0.523172
IF,0.467957,0.417043,0.43914,0.466183,0.457849,0.450753,0.446022
