n=500,,,,,,,
,ocsvm_pca_seed1,ocsvm_pca_seed2,ocsvm_pca_seed3,ocsvm_pca_seed5,ocsvm_pca_seed8,ocsvm_pca_seed13,ocsvm_pca_seed21
OCSVM,0.808607,0.812933,0.793685,0.767734,0.820285,0.778114,0.800389
AE,0.824611,0.830882,0.803201,0.779196,0.829801,0.794766,0.815311
IF,0.801254,0.801038,0.766869,0.780709,0.822232,0.815744,0.763192
,,,,,,,
,ocsvm_cp_seed1,ocsvm_cp_seed2,ocsvm_cp_seed3,ocsvm_cp_seed5,ocsvm_cp_seed8,ocsvm_cp_seed13,ocsvm_cp_seed21
OCSVM,0.804282,0.806661,0.781142,0.752163,0.816393,0.767517,0.798443
AE,0.805363,0.80558,0.784818,0.755407,0.818339,0.772708,0.802119
IF,0.805363,0.772924,0.771626,0.740701,0.809472,0.789576,0.775303
,,,,,,,
,ocsvm_tucker_seed1,ocsvm_tucker_seed2,ocsvm_tucker_seed3,ocsvm_tucker_seed5,ocsvm_tucker_seed8,ocsvm_tucker_seed13,ocsvm_tucker_seed21
OCSVM,0.666522,0.619161,0.624784,0.647275,0.632785,0.623702,0.634516
AE,0.665225,0.618945,0.624135,0.649005,0.629325,0.62154,0.632137
IF,0.638625,0.591263,0.573097,0.558391,0.607699,0.58564,0.633434
