n=500,,,,,,,
,ocsvm_pca_seed1,ocsvm_pca_seed2,ocsvm_pca_seed3,ocsvm_pca_seed5,ocsvm_pca_seed8,ocsvm_pca_seed13,ocsvm_pca_seed21
OCSVM,0.820248,0.832645,0.82438,0.789256,0.859504,0.896694,0.818182
AE,0.842975,0.853306,0.847107,0.801653,0.865702,0.892562,0.842975
IF,0.828512,0.876033,0.793388,0.855372,0.88843,0.876033,0.847107
,,,,,,,
,ocsvm_cp_seed1,ocsvm_cp_seed2,ocsvm_cp_seed3,ocsvm_cp_seed5,ocsvm_cp_seed8,ocsvm_cp_seed13,ocsvm_cp_seed21
OCSVM,0.81405,0.820248,0.832645,0.793388,0.863636,0.880165,0.811983
AE,0.811983,0.818182,0.847107,0.801653,0.873967,0.892562,0.826446
IF,0.785124,0.785124,0.832645,0.832645,0.880165,0.85124,0.816116
,,,,,,,
,ocsvm_tucker_seed1,ocsvm_tucker_seed2,ocsvm_tucker_seed3,ocsvm_tucker_seed5,ocsvm_tucker_seed8,ocsvm_tucker_seed13,ocsvm_tucker_seed21
OCSVM,0.535124,0.53719,0.514463,0.551653,0.469008,0.547521,0.543388
AE,0.539256,0.535124,0.510331,0.547521,0.469008,0.543388,0.53719
IF,0.545455,0.592975,0.683884,0.673554,0.644628,0.716942,0.663223
