n=500,,,,,,,
,ocsvm_pca_seed1,ocsvm_pca_seed2,ocsvm_pca_seed3,ocsvm_pca_seed5,ocsvm_pca_seed8,ocsvm_pca_seed13,ocsvm_pca_seed21
OCSVM,0.492742,0.48879,0.489839,0.49371,0.492903,0.49129,0.488548
AE,0.552984,0.559516,0.556613,0.554113,0.550726,0.551532,0.554516
IF,0.473145,0.512016,0.469516,0.55879,0.519597,0.499355,0.480161
,,,,,,,
,ocsvm_cp_seed1,ocsvm_cp_seed2,ocsvm_cp_seed3,ocsvm_cp_seed5,ocsvm_cp_seed8,ocsvm_cp_seed13,ocsvm_cp_seed21
OCSVM,0.470161,0.469435,0.471855,0.471935,0.471613,0.470161,0.471613
AE,0.493548,0.501774,0.504919,0.501694,0.502016,0.50121,0.50629
IF,0.482339,0.451613,0.485645,0.49371,0.503065,0.490081,0.429435
,,,,,,,
,ocsvm_tucker_seed1,ocsvm_tucker_seed2,ocsvm_tucker_seed3,ocsvm_tucker_seed5,ocsvm_tucker_seed8,ocsvm_tucker_seed13,ocsvm_tucker_seed21
OCSVM,0.512903,0.509839,0.511694,0.509919,0.50621,0.515484,0.511855
AE,0.51629,0.510565,0.512823,0.510484,0.507581,0.516613,0.512984
IF,0.447581,0.426532,0.419032,0.411371,0.461452,0.394274,0.494839
